election_id,c_pick,c_correct,v_pick,v_correct,margin,model
16.0,S2008NH0016N0032,False,S2008NH0016T0031,True,0.07,Gemini 2.5 Flash-Lite
38.0,S2006MO0038N0076,False,S2006MO0038T0075,True,0.020000000000000018,Gemini 2.5 Flash-Lite
39.0,S2006MT0039N0078,False,S2006MT0039T0077,True,0.0,Gemini 2.5 Flash-Lite
43.0,S2006NM0043T0085,True,S2006NM0043N0086,False,0.39999999999999997,Gemini 2.5 Flash-Lite
45.0,S2006OH0045N0090,False,S2006OH0045T0089,True,0.12000000000000005,Gemini 2.5 Flash-Lite
48.0,S2006TN0048N0096,True,S2006TN0048T0095,False,0.020000000000000018,Gemini 2.5 Flash-Lite
53.0,S2006WA0053N0106,False,S2006WA0053T0105,True,0.18,Gemini 2.5 Flash-Lite
54.0,S2006WV0054T0107,True,S2006WV0054N0108,False,0.32,Gemini 2.5 Flash-Lite
60.0,S2004CO0060T0119,True,S2004CO0060N0120,False,0.040000000000000036,Gemini 2.5 Flash-Lite
61.0,S2004CT0061T0121,True,S2004CT0061N0122,False,0.34,Gemini 2.5 Flash-Lite
74.0,S2004ND0074T0147,True,S2004ND0074N0148,False,0.36000000000000004,Gemini 2.5 Flash-Lite
75.0,S2004NV0075T0149,True,S2004NV0075N0150,False,0.26,Gemini 2.5 Flash-Lite
77.0,S2004NY0077N0154,False,S2004NY0077T0153,True,0.48,Gemini 2.5 Flash-Lite
99.0,S2002MI0099T0197,True,S2002MI0099N0198,False,0.24,Gemini 2.5 Flash-Lite
100.0,S2002MN0100T0199,False,S2002MN0100N0200,True,0.020000000000000018,Gemini 2.5 Flash-Lite
105.0,S2002NE0105N0210,True,S2002NE0105T0209,False,0.7,Gemini 2.5 Flash-Lite
106.0,S2002NH0106N0212,True,S2002NH0106T0211,False,0.040000000000000036,Gemini 2.5 Flash-Lite
117.0,S2002WV0117T0233,True,S2002WV0117N0234,False,0.26,Gemini 2.5 Flash-Lite
124.0,S2000FL0124N0248,False,S2000FL0124T0247,True,0.040000000000000036,Gemini 2.5 Flash-Lite
136.0,S2000NE0136N0272,False,S2000NE0136T0271,True,0.020000000000000018,Gemini 2.5 Flash-Lite
143.0,S2000TX0143T0285,False,S2000TX0143N0286,True,0.31,Gemini 2.5 Flash-Lite
145.0,S2000VA0145T0289,False,S2000VA0145N0290,True,0.040000000000000036,Gemini 2.5 Flash-Lite
147.0,S2000WA0147N0294,False,S2000WA0147T0293,True,0.0,Gemini 2.5 Flash-Lite
163.0,G2006KS0163N0326,False,G2006KS0163T0325,True,0.18,Gemini 2.5 Flash-Lite
166.0,G2006MA0166T0331,True,G2006MA0166N0332,False,0.21999999999999997,Gemini 2.5 Flash-Lite
174.0,G2006OH0174T0347,True,G2006OH0174N0348,False,0.24,Gemini 2.5 Flash-Lite
176.0,G2006OR0176N0352,False,G2006OR0176T0351,True,0.08000000000000002,Gemini 2.5 Flash-Lite
187.0,G2002AK0187N0374,True,G2002AK0187T0373,False,0.15999999999999998,Gemini 2.5 Flash-Lite
193.0,G2002FL0193N0386,True,G2002FL0193T0385,False,0.12000000000000005,Gemini 2.5 Flash-Lite
194.0,G2002GA0194T0387,False,G2002GA0194N0388,True,0.06000000000000005,Gemini 2.5 Flash-Lite
199.0,G2002KS0199N0398,False,G2002KS0199T0397,True,0.08000000000000002,Gemini 2.5 Flash-Lite
209.0,G2002NY0209N0418,True,G2002NY0209T0417,False,0.19999999999999996,Gemini 2.5 Flash-Lite
211.0,G2002OK0211T0421,True,G2002OK0211N0422,False,0.0,Gemini 2.5 Flash-Lite
217.0,G2002TN0217T0433,True,G2002TN0217N0434,False,0.040000000000000036,Gemini 2.5 Flash-Lite
219.0,G2002VT0219N0438,True,G2002VT0219T0437,False,0.020000000000000018,Gemini 2.5 Flash-Lite
225.0,G2000MO0225N0450,False,G2000MO0225T0449,True,0.0,Gemini 2.5 Flash-Lite
228.0,G2000NC0228T0455,True,G2000NC0228N0456,False,0.06000000000000005,Gemini 2.5 Flash-Lite
257.0,G1998OR0257N0514,False,G1998OR0257T0513,True,0.36000000000000004,Gemini 2.5 Flash-Lite
267.0,G1996NC0267T0533,True,G1996NC0267N0534,False,0.13999999999999996,Gemini 2.5 Flash-Lite
9.0,S2008KY0009N0018,True,S2008KY0009T0017,False,0.06000000000000005,Qwen3 VL 8B Instruct
10.0,S2008LA0010N0020,False,S2008LA0010T0019,True,0.06,Qwen3 VL 8B Instruct
11.0,S2008ME0011T0021,False,S2008ME0011N0022,True,0.21999999999999997,Qwen3 VL 8B Instruct
12.0,S2008MI0012T0023,True,S2008MI0012N0024,False,0.29,Qwen3 VL 8B Instruct
14.0,S2008MT0014T0027,True,S2008MT0014N0028,False,0.45999999999999996,Qwen3 VL 8B Instruct
16.0,S2008NH0016N0032,False,S2008NH0016T0031,True,0.07,Qwen3 VL 8B Instruct
19.0,S2008NC0019T0037,True,S2008NC0019N0038,False,0.09000000000000002,Qwen3 VL 8B Instruct
20.0,S2008OR0020N0040,False,S2008OR0020T0039,True,0.02999999999999997,Qwen3 VL 8B Instruct
22.0,S2008SD0022T0043,True,S2008SD0022N0044,False,0.24,Qwen3 VL 8B Instruct
29.0,S2006CA0029N0058,False,S2006CA0029T0057,True,0.26,Qwen3 VL 8B Instruct
37.0,S2006MS0037N0074,True,S2006MS0037T0073,False,0.30000000000000004,Qwen3 VL 8B Instruct
38.0,S2006MO0038N0076,False,S2006MO0038T0075,True,0.020000000000000018,Qwen3 VL 8B Instruct
48.0,S2006TN0048N0096,True,S2006TN0048T0095,False,0.020000000000000018,Qwen3 VL 8B Instruct
50.0,S2006UT0050N0100,True,S2006UT0050T0099,False,0.34,Qwen3 VL 8B Instruct
53.0,S2006WA0053N0106,False,S2006WA0053T0105,True,0.18,Qwen3 VL 8B Instruct
54.0,S2006WV0054T0107,True,S2006WV0054N0108,False,0.32,Qwen3 VL 8B Instruct
59.0,S2004CA0059N0118,False,S2004CA0059T0117,True,0.21999999999999997,Qwen3 VL 8B Instruct
83.0,S2004SD0083N0166,True,S2004SD0083T0165,False,0.020000000000000018,Qwen3 VL 8B Instruct
91.0,S2002DE0091N0182,False,S2002DE0091T0181,True,0.18,Qwen3 VL 8B Instruct
105.0,S2002NE0105N0210,True,S2002NE0105T0209,False,0.7,Qwen3 VL 8B Instruct
106.0,S2002NH0106N0212,True,S2002NH0106T0211,False,0.040000000000000036,Qwen3 VL 8B Instruct
114.0,S2002TN0114T0227,False,S2002TN0114N0228,True,0.10000000000000003,Qwen3 VL 8B Instruct
116.0,S2002VA0116N0232,True,S2002VA0116I0231,False,0.8,Qwen3 VL 8B Instruct
119.0,S2002AR0119N0238,False,S2002AR0119T0237,True,0.08000000000000002,Qwen3 VL 8B Instruct
120.0,S2002KY0120N0240,True,S2002KY0120T0239,False,0.28,Qwen3 VL 8B Instruct
130.0,S2000ME0130N0260,True,S2000ME0130T0259,False,0.37999999999999995,Qwen3 VL 8B Instruct
132.0,S2000MN0132T0263,True,S2000MN0132N0264,False,0.06000000000000005,Qwen3 VL 8B Instruct
134.0,S2000MT0134N0268,True,S2000MT0134T0267,False,0.040000000000000036,Qwen3 VL 8B Instruct
142.0,S2000TN0142N0284,True,S2000TN0142T0283,False,0.31,Qwen3 VL 8B Instruct
144.0,S2000UT0144N0288,True,S2000UT0144T0287,False,0.36000000000000004,Qwen3 VL 8B Instruct
147.0,S2000WA0147N0294,False,S2000WA0147T0293,True,0.0,Qwen3 VL 8B Instruct
156.0,G2006CT0156T0311,False,G2006CT0156N0312,True,0.28,Qwen3 VL 8B Instruct
163.0,G2006KS0163N0326,False,G2006KS0163T0325,True,0.18,Qwen3 VL 8B Instruct
194.0,G2002GA0194T0387,False,G2002GA0194N0388,True,0.06000000000000005,Qwen3 VL 8B Instruct
211.0,G2002OK0211T0421,True,G2002OK0211N0422,False,0.0,Qwen3 VL 8B Instruct
217.0,G2002TN0217T0433,True,G2002TN0217N0434,False,0.040000000000000036,Qwen3 VL 8B Instruct
219.0,G2002VT0219N0438,True,G2002VT0219T0437,False,0.020000000000000018,Qwen3 VL 8B Instruct
226.0,G2000MT0226T0451,False,G2000MT0226N0452,True,0.040000000000000036,Qwen3 VL 8B Instruct
228.0,G2000NC0228T0455,True,G2000NC0228N0456,False,0.06000000000000005,Qwen3 VL 8B Instruct
235.0,G1999LA0235N0470,True,G1999LA0235T0469,False,0.36000000000000004,Qwen3 VL 8B Instruct
237.0,G1998AL0237T0473,True,G1998AL0237N0474,False,0.15999999999999998,Qwen3 VL 8B Instruct
250.0,G1998MI0250N0500,True,G1998MI0250T0499,False,0.24,Qwen3 VL 8B Instruct
256.0,G1998OK0256N0512,True,G1998OK0256T0511,False,0.18,Qwen3 VL 8B Instruct
258.0,G1998PA0258N0516,True,G1998PA0258T0515,False,0.30000000000000004,Qwen3 VL 8B Instruct
262.0,G1998TN0262N0524,True,G1998TN0262T0523,False,0.39999999999999997,Qwen3 VL 8B Instruct
263.0,G1997NJ0263T0525,False,G1997NJ0263N0526,True,0.020000000000000018,Qwen3 VL 8B Instruct
267.0,G1996NC0267T0533,True,G1996NC0267N0534,False,0.13999999999999996,Qwen3 VL 8B Instruct
269.0,G1996UT0269N0538,True,G1996UT0269T0537,False,0.52,Qwen3 VL 8B Instruct
