election_id,candidate_a,candidate_b,a_won_real,a_vote_share,b_vote_share,model_chose,model_chose_label,model_correct,status
254.0,G1998NY0254N0508,G1998NY0254T0507,True,0.62,0.38,,,,REFUSE/FAIL: I can't make judg
255.0,G1998OH0255T0509,G1998OH0255N0510,False,0.47,0.53,,,,REFUSE/FAIL: I can't make judg
256.0,G1998OK0256T0511,G1998OK0256N0512,False,0.41,0.59,,,,REFUSE/FAIL: I can't make judg
257.0,G1998OR0257T0513,G1998OR0257N0514,True,0.68,0.32,,,,REFUSE/FAIL: I can't make judg
258.0,G1998PA0258T0515,G1998PA0258N0516,False,0.35,0.65,,,,REFUSE/FAIL: I can't make judg
259.0,G1998RI0259N0518,G1998RI0259T0517,True,0.55,0.45,,,,REFUSE/FAIL: I can't make judg
260.0,G1998SC0260N0520,G1998SC0260T0519,False,0.46,0.54,,,,REFUSE/FAIL: I can't make judg
261.0,G1998SD0261T0521,G1998SD0261N0522,False,0.34,0.66,,,,REFUSE/FAIL: I can't make judg
262.0,G1998TN0262T0523,G1998TN0262N0524,False,0.3,0.7,,,,REFUSE/FAIL: I can't make judg
263.0,G1997NJ0263T0525,G1997NJ0263N0526,False,0.49,0.51,,,,REFUSE/FAIL: I can't make judg
264.0,G1997VA0264T0527,G1997VA0264N0528,False,0.43,0.57,,,,REFUSE/FAIL: I can't make judg
265.0,G1996DE0265T0529,G1996DE0265N0530,True,0.69,0.31,,,,REFUSE/FAIL: I can't make judg
266.0,G1996IN0266N0532,G1996IN0266T0531,False,0.48,0.52,,,,REFUSE/FAIL: I can't make judg
267.0,G1996NC0267N0534,G1996NC0267T0533,False,0.43,0.57,,,,REFUSE/FAIL: I can't make judg
268.0,G1996ND0268T0535,G1996ND0268N0536,False,0.34,0.66,,,,REFUSE/FAIL: I can't make judg
269.0,G1996UT0269T0537,G1996UT0269N0538,False,0.24,0.76,,,,REFUSE/FAIL: I can't make judg
271.0,G1996WV0271T0541,G1996WV0271N0542,False,0.47,0.53,,,,REFUSE/FAIL: I can't make judg
273.0,G1995MS0273N0546,G1995MS0273T0545,True,0.56,0.44,,,,REFUSE/FAIL: I can't make judg
